지트리비앤티,서울경제,2018.01.12. 오전 9:26,"(코)지트리비앤티, 장중 신고가 돌파.. 44,600→45,500(▲900)","[서울경제] 오전 9시 24분 현재 지트리비앤티(115450)가 2.25% 오른 45,500원(▲1,000)을 기록하며, 52주 신고가를 +900원 경신했다. 기존 52주 최고가는 2018년 01월 11일 기록한 44,600원이다. 체결강도는 135%로 강세 반전했다. 총매수체결량은 67,584주, 총매도체결량은 49,879주를 각각 기록했다. (※ 체결강도(%) = (총매수체결량/총매도체결량)*100)


이 시각 현재 거래대금은 54억7,122만, 거래량은 12만2,206주를 기록하고 있으며, 수급측면으로는 42(매도):58(매수)의 매수우위를 보이고 있다.

거래일을 기준으로 최근 3일간 평균 거래량은 5십7만9천주, 60일 평균 거래량 5십3만1천주로 최근 거래량이 소폭 증가하는 추세다.

[이 기사는 증시분석 전문기자 서경뉴스봇(newsbot@sedaily.com)이 실시간으로 작성했습니다.]

/서경뉴스봇 newsbot@sedaily.com

[서울경제 바로가기]
이제 주식시세도 서울경제에서 확인하세요 [바로가기▶]
블록체인의 모든 것, 서울경제 Decenter [바로가기▶]


저작권자 ⓒ 서울경제, 무단 전재 및 재배포 금지"
지트리비앤티,서울경제,2018.01.12. 오전 9:52,"(코)지트리비앤티, 전일 대비 7.08% 상승.. 일일회전율은 1.27% 기록","[서울경제] 지트리비앤티(115450)는 12일 오전 9시 51분 현재 7.08% 오른 47,650원에 거래되고 있으며, 40(매도):60(매수)의 매수우위를 기록하고 있다. 거래대금은 134억7,470만, 거래량은 29만4,848주로 거래량회전율은 1.27%로 나타났다.


지난 1개월간 지트리비앤티는 상승 16회, 하락 11회를 기록했고, 주가수익률은 45.94% 표준편차는 5.26%를 기록했다. 이 기간 '소프트웨어업' 업종 평균 주가수익률은 10.13%로 나타났으며, 변동성은 1.43%를 기록했다.

이 시각 현재 '소프트웨어업'은 0.38% 상승 중이며, 45(매도):55(매수)의 매수우위를 기록하고 있다.

[이 기사는 증시분석 전문기자 서경뉴스봇(newsbot@sedaily.com)이 실시간으로 작성했습니다.]

/서경뉴스봇 newsbot@sedaily.com

[서울경제 바로가기]
이제 주식시세도 서울경제에서 확인하세요 [바로가기▶]
블록체인의 모든 것, 서울경제 Decenter [바로가기▶]


저작권자 ⓒ 서울경제, 무단 전재 및 재배포 금지"
지트리비앤티,파이낸셜뉴스,2018.01.12. 오전 11:03,"[fnRASSI]지트리비앤티, 52주 신고가...6.07% ↑","지트리비앤티(115450)는 52주신고가를 기록하고 있어 주목할만하다. 동종목의 현재 주가는 47,200원 선에서 이루어지고 있다. 거래일을 기준으로 최근 3일간 평균 거래량은 73만 주이다. 이는 60일 일 평균 거래량 53만 주와 비교해보면 최근 거래량이 다소 증가했다는 것을 알 수 있다.

기관과 개인은 순매도, 외국인은 순매수(한달누적)
1월10일부터 전일까지 외국인이 2거래일 연속 순매수를 보였다. 4주간을 기준으로 보면 외국인이 초반에 동종목을 순매수한 이후에 기세를 이어가며 444,882주를 순매수한 반면, 기관은 순매수에서 순매도로 반전되면서 61,512주를 순매도했고, 개인들도 초반에 동종목을 순매도한 이후에 근래에는 순매도량을 줄이면서 383,370주를 순매도한 것으로 집계됐다.

퀀트 재무분석, 종합점수 9점으로 상승
지표
항목
값
종합점수
성장성
매출액증가율
-0.02
7.22
자기자본증가율
0.14
안정성
부채비율
62.37
4.17
유동비율
61.47
이익안정성
3.33
수익성
ROA
-8.77
0.75
ROE
-14.24
영업이익율
-28.23


지트리비앤티의 퀀트 재무 점수는 12.14점으로 3개월 이전 9.79점보다 올랐다. 지난 분기에 비해 성장성 점수가 상승했다. 이는 매출액 증가율과 자기자본 증가율이 증가하였기 때문이다. 수익성 측면에서 볼때 ROA, ROE가 개선되어 이전보다 좋은 점수를 받았다.



'fnRASSI'는 증권전문 기업 씽크풀과 파이낸셜뉴스의 협업으로 로봇기자가 실시간으로 생산하는 기사입니다.

fnRASSI@fnnews.com fnRASSI

▶ 세상의 모든 골 때리는 이야기 'fn파스'
▶ 속보이는 연예뉴스 fn스타

※ 저작권자 ⓒ 파이낸셜뉴스. 무단 전재-재배포 금지"
지트리비앤티,머니투데이,2018.01.19. 오전 9:59,"지트리비앤티, 부산백병원·T2B 기반구축센터와 신약 공동개발","[머니투데이 김건우 기자] 지트리비앤티는 지난 18일 인제대 부산백병원 및 안과질환 T2B(Technology to business ) 기반구축센터와 신약 공동개발을 위한 MOU(업무헙약)를 체결했다고 19일 밝혔다.

지트리비앤티와 부산백병원 및 T2B 기반구축센터는 향후 안과질환 분야에서 실질적 협력연구 및 공동연구, 인력교류를 통해 신약 개발을 추진하게 되었다.

부산백병원 안과질환 T2B 기반구축센터는 안과질환에 최적화된 유효성 평가 모델 개발과 평가 장비를 갖추고 있다. 국내외 안과전문기업과의 공동 개발을 진행해 FDA(식품의약국)에 IND(임상시험계획)을 신청하는 등 연구 성과를 내고 있다.

지트리비앤티 관계자는 ""앞으로 안과 치료시장에서 해외 진출 촉진 등에 크게 기여할 것으로 전망되고 있다""며 ""안과 전문 신약개발영역이 현재의 각막질환에서 망막 분야로 확대될 것으로 기대된다""고 말했다.

한편 지트리비앤티는 안과질환인 안구건조증(Dry Eye Syndrome) 및 신경영양성각막염(Neurotrophic Keratopathy) 치료제 RGN-259를 개발 중이다. 피험자 1000명 이상 미 FDA 3상 단계까지 연구 임상한 노하우와 CMC 개발 능력을 보유하고 있다.

▶지금 옆사람이 보는 기사들
▶무료 만화 보고 선물도 받고~ ▶치어리더 vs 레이싱걸

김건우 기자 jai@mt.co.kr

<저작권자 ⓒ '돈이 보이는 리얼타임 뉴스' 머니투데이, 무단전재 및 재배포 금지>"
지트리비앤티,한국경제,2018.01.19. 오전 10:22,"지트리비앤티, 인제대 부산백병원과 안과질환 신약 공동개발","[ 한민수 기자 ]
왼쪽부터 정재일 연구부원장, 오상훈 병원장, 양원석 지트리비앤티 대표, 양재욱 센터장. 지트리비앤티 제공


지트리비앤티는 인제대 부산백병원 및 안과질환 T2B 기반구축센터와 신약 공동개발을 위한 양해각서(MOU)를 체결했다고 19일 밝혔다. 지트리비앤티와 부산백병원 및 T2B 기반구축센터는 안과질환 분야에서 실질적 협력 및 공동 연구, 인력교류를 통해 신약 개발을 추진하게 된다.

안과질환 T2B 기반구축센터는 보건복지부가 공모한 보건의료 T2B(Technology to business ) 기반 구축사업에서 부산백병원이 주관 기관으로 선정돼 추진하고 있는 사업이다. 안과질환 관련 유효성 평가법과 평가 장비를 갖추고 있다. 국내외 안과 전문기업과의 공동 개발을 진행해 미국 식품의약국(FDA)에 임상시험을 신청하는 등 성과를 내고 있다.

지트리비앤티는 안과질환인 안구건조증 및 신경영양성각막염 치료제 'RGN-259'를 개발 중이다. 1000명 이상의 안구건조증 환자를 대상으로 FDA 3상까지 진행한 경험을 가지고 있다.

지트리비앤티는 이번 협력으로 안과 전문 신약개발의 영역이 각막질환에서 망막 분야까지 확대될 것으로 기대하고 있다.

한민수 기자 hms@hankyung.com



[한경닷컴 바로가기] [글방] [모바일한경 구독신청]
ⓒ 한국경제 & hankyung.com, 무단전재 및 재배포 금지"
지트리비앤티,서울경제,2018.01.19. 오전 10:57,"(코)지트리비앤티, 장중 신고가 돌파.. 47,800→48,100(▲300)","[서울경제] 오전 10시 56분 현재 지트리비앤티(115450)가 5.14% 오른 48,100원(▲2,350)을 기록하며, 52주 신고가를 +300원 경신했다. 기존 52주 최고가는 2018년 01월 12일 기록한 47,800원이다. 체결강도는 269%로 강세를 유지했다. 총매수체결량은 169,966주, 총매도체결량은 63,255주를 각각 기록했다. (※ 체결강도(%) = (총매수체결량/총매도체결량)*100)


이 시각 현재 거래대금은 110억4,331만, 거래량은 23만6,094주를 기록하고 있으며, 수급측면으로는 27(매도):73(매수)의 매수우위를 보이고 있다.

거래일을 기준으로 최근 3일간 평균 거래량은 4십만7천주, 60일 평균 거래량 5십5만4천주로 최근 거래량이 큰 폭으로 감소하는 추세다.

[이 기사는 증시분석 전문기자 서경뉴스봇(newsbot@sedaily.com)이 실시간으로 작성했습니다.]

/서경뉴스봇 newsbot@sedaily.com

[서울경제 바로가기]
이제 주식시세도 서울경제에서 확인하세요 [바로가기▶]
블록체인의 모든 것, 서울경제 Decenter [바로가기▶]


저작권자 ⓒ 서울경제, 무단 전재 및 재배포 금지"
지트리비앤티,파이낸셜뉴스,2018.01.19. 오전 11:05,"[fnRASSI]지트리비앤티(115450), 52주 신고가 경신...5.14% ↑","지트리비앤티(115450)는 52주신고가를 기록하고 있어 주목할만하다. 동종목의 현재 주가는 48,100원 선에서 이루어지고 있다. 거래일을 기준으로 최근 3일간 평균 거래량은 49만 주이다. 이는 60일 일 평균 거래량 55만 주와 비교해보면 최근 거래량이 약간 감소했지만 크게 벗어나지는 않았다.

외국인, 기관 모두 보유량 증가 (5일 누적)
최근 5일간 동종목의 외국인 투자자는 74,024주 순매수하였고 마찬가지로 기관은 28,916주 순매수하였다. 전날 외국인 23,651주 순매도, 기관28,916주 순매수하며 보유 비율이 변동했다.

다음 표는 동종목의 외국인, 기관의 일별 순매수량을 나타낸 것이다.



상장주식수 대비 거래량은 2.53%로 적정수준
최근 한달간 지트리비앤티의 상장주식수 대비 거래량을 비교해보니 일별 매매회전율이 2.53%로 집계됐다. 그리고 동기간 장중 저점과 고점의 차이인 일평균 주가변동률을 5.57%를 나타내고 있다.

'fnRASSI'는 증권전문 기업 씽크풀과 파이낸셜뉴스의 협업으로 로봇기자가 실시간으로 생산하는 기사입니다.

fnRASSI@fnnews.com fnRASSI

▶ 세상의 모든 골 때리는 이야기 'fn파스'
▶ 속보이는 연예뉴스 fn스타

※ 저작권자 ⓒ 파이낸셜뉴스. 무단 전재-재배포 금지"
지트리비앤티,한국경제TV,2018.02.02. 오전 11:09,"지트리비앤티, 전일 대비 약 -7% 하락한 40,400원","[한국경제TV 라이온봇 기자]

지트리비앤티는 2월 2일 11시 9분 전일 대비 약 -7% 하락한 40,400원에 거래되고 있다. 지트리비앤티는 코스닥 상장 기업으로 소프트웨어 업종에 속해 있다. 시가총액은 1조43억원으로 코스닥 상장기업 중 40위에 위치 해 있다.

[종목 성향 진단]


[그림 1] 종목 성향 진단


지트리비앤티의 투자 스타일은 성장주에 가깝다. 주가 고평가 우려가 공존하지만 높은 성장성이 기대되는 기업이다.
주가 모멘텀은 좋은 편에 속했다. 최근 6개월 수익률은 38.22%의 상승폭을 기록했다. 최근 1개월 수익률 또한 23.3% 상승하며 좋은 모멘텀을 보이고 있다.
지트리비앤티종목에 대한 투자자의 관심도는 굉장히 높은 편이다.

[투자 점수 진단]


[그림 2] 투자 점수 진단


지트리비앤티는 안정성(부채비율) 측면에서 두각을 나타내고 있다. 최근 부채비율은 54점으로 6개의 핵심 팩터 중 가장 높은 점수를 기록했다. 부채비율은 전체 시장 내 917위를 기록하며 상위 45.68%에 위치했다. 업종별로는 118위를 기록하며 상위 33.73%에 위치했다.
그러나 PBR과 영업이익률은 아쉬움을 나타냈다.

[종합 투자점수]


[그림 3] 종합 투자점수


AI 인공지능 분석을 통한 지트리비앤티의 종목 종합 스코어는 39점을 기록했다.
이는 동일 업종 평균점수인 58점과 시장 평균점수인 57점를 하회하는 수치였다.

(위의 AI인공지능 점수는 재무 데이터를 기반으로 전체 상장 종목과 비교/분석하여 도출한 점수로 높은 점수가 반드시 높은 수익률을 보장하지 않습니다. 위의 자료는 당사의 추천 종목이 아니며, 투자 시 참고용으로 제시해드리는 것입니다.)

라이온봇 기자 -한국경제TV

※ 본 기사는 한국경제TV와 '거장들의 투자공식이'
자체 개발한 '라이온봇 기자'가 실시간으로 작성한 기사입니다.

라이온봇기자



ⓒ 한국경제TV, 무단 전재 및 재배포 금지"
지트리비앤티,한국경제TV,2018.02.02. 오후 2:06,"지트리비앤티, -10% 하락... 전일 보다 4,550원 내린 38,850원","[한국경제TV 라이온봇 기자]

지트리비앤티는 2월 2일 14시 6분 전일 대비 약 -10% 급락한 38,850원에 거래되고 있다. 지트리비앤티는 코스닥 상장 기업으로 소프트웨어 업종에 속해 있다. 시가총액은 1조43억원으로 코스닥 상장기업 중 40위에 위치 해 있다.

[종목 성향 진단]


[그림 1] 종목 성향 진단


지트리비앤티의 투자 스타일은 성장주에 가깝다. 주가 고평가 우려가 공존하지만 높은 성장성이 기대되는 기업이다.
주가 모멘텀은 좋은 편에 속했다. 최근 6개월 수익률은 38.22%의 상승폭을 기록했다. 최근 1개월 수익률 또한 23.3% 상승하며 좋은 모멘텀을 보이고 있다.
지트리비앤티종목에 대한 투자자의 관심도는 굉장히 높은 편이다.

[투자 점수 진단]


[그림 2] 투자 점수 진단


지트리비앤티는 안정성(부채비율) 측면에서 두각을 나타내고 있다. 최근 부채비율은 54점으로 6개의 핵심 팩터 중 가장 높은 점수를 기록했다. 부채비율은 전체 시장 내 917위를 기록하며 상위 45.68%에 위치했다. 업종별로는 118위를 기록하며 상위 33.73%에 위치했다.
그러나 PBR과 영업이익률은 아쉬움을 나타냈다.

[종합 투자점수]


[그림 3] 종합 투자점수


AI 인공지능 분석을 통한 지트리비앤티의 종목 종합 스코어는 39점을 기록했다.
이는 동일 업종 평균점수인 58점과 시장 평균점수인 57점를 하회하는 수치였다.

(위의 AI인공지능 점수는 재무 데이터를 기반으로 전체 상장 종목과 비교/분석하여 도출한 점수로 높은 점수가 반드시 높은 수익률을 보장하지 않습니다. 위의 자료는 당사의 추천 종목이 아니며, 투자 시 참고용으로 제시해드리는 것입니다.)

라이온봇 기자 -한국경제TV

※ 본 기사는 한국경제TV와 '거장들의 투자공식이'
자체 개발한 '라이온봇 기자'가 실시간으로 작성한 기사입니다.

라이온봇기자



ⓒ 한국경제TV, 무단 전재 및 재배포 금지"
지트리비앤티,전자신문,2018.02.05. 오전 9:26,[ET투자뉴스]지트리비앤티_상당 물량의 외인 매물이 흘러나오면서.. 현재 -3.75%,"외국인이 전일 지트리비앤티를 평소와 다르게 큰 규모로 순매도했다. 전일 순매도량은 전체 거래량의 13.53%를 차지할 정도로 크다. 외국인의 순매도로 수급여건이 나빠지면서 주가도 하락세를 보이고 있다. 이러한 영향권에서 5일 오전 9시 23분 현재 1500원(3.75%) 내린 38,500원을 기록하고 있다.

[주가/수급동향]
2월1일부터 전일까지 외국인이 2거래일 연속 순매도했다. 최근 한달간 지트리비앤티의 상장주식수 대비 거래량을 비교해보니 일별 매매회전율이 2.17%로 집계됐다. 동기간 일평균 주가변동률은 14.25%로 장중 주가등락이 심하기 때문에 투자시 주의가 요망된다.
그리고 최근 5일간 거래비중은 개인 비중이 80.96%로 가장 높았고, 외국인이 13.16%로 그 뒤를 이었다. 기관은 5.86%를 나타냈다.

[차트신호]
최근 주가변화를 기준으로 살펴보면 현주가는 상승과 하락에 특별한 추세는 보이지 않고,거래량만을 가지고 볼 때는 상승시 거래량이 동반되지 않는 약세권에 접어들었다.실리적인 측면에서는 주가흐름과 같이 투자심리도 위축되고 있고
이동평균선들의 배열도를 분석을 해보면 중기적으로는 상승패턴, 단기적으로는 하락패턴이다.

[업종내 종목흐름]
이 시각 현재 관련종목들도 일제히 하락하면서 소프트웨어업종은 2.65% 하락하고 있다.
한글과컴퓨터 19,000원
▼250(-1.30%) KG이니시스 20,000원
▼700(-3.38%)
NHN한국사이버결제 19,000원
▼100(-0.52%) 안랩 57,400원
▼300(-0.52%)

[재무특징]
영업이익률 현재 -26.85%로 업종평균 하회. PBR은 23.26으로 다소 높은편

증시분석 전문기자 로봇 ET etbot@etnews.com
전자신문과 씽크풀의 증시분석 전문기자 로봇 ET가 쓴 기사입니다

▶ 전자신문 데이터 인사이트 마케팅 컨퍼런스
▶ 전자신문 바로가기
[Copyright ⓒ 전자신문 & 전자신문인터넷, 무단전재 및 재배포 금지]"
지트리비앤티,한국경제TV,2018.02.06. 오전 11:07,"지트리비앤티, 전일 대비 약 -6% 하락한 35,700원","[한국경제TV 라이온봇 기자]

지트리비앤티는 2월 6일 11시 7분 전일 대비 약 -6% 하락한 35,700원에 거래되고 있다. 지트리비앤티는 코스닥 상장 기업으로 소프트웨어 업종에 속해 있다. 시가총액은 8,747억원으로 코스닥 상장기업 중 44위에 위치 해 있다.

[종목 성향 진단]


[그림 1] 종목 성향 진단


지트리비앤티의 투자 스타일은 성장주에 가깝다. 주가 고평가 우려가 공존하지만 높은 성장성이 기대되는 기업이다.
주가 모멘텀은 평범한 수준이었다. 최근 1개월 수익률이 0%, 3개월 수익률은 -1.56%, 6개월 수익률은 7.39%를 기록했다.
지트리비앤티 종목에 대한 투자자의 관심도는 굉장히 높은 편이다.

[투자 점수 진단]


[그림 2] 투자 점수 진단


지트리비앤티는 안정성(부채비율) 측면에서 두각을 나타내고 있다. 최근 부채비율은 54점으로 6개의 핵심 팩터 중 가장 높은 점수를 기록했다. 부채비율은 전체 시장 내 918위를 기록하며 상위 45.68%에 위치했다. 업종별로는 118위를 기록하며 상위 33.73%에 위치했다.
그러나 PBR과 영업이익률은 아쉬움을 나타냈다.

[종합 투자점수]


[그림 3] 종합 투자점수


AI 인공지능 분석을 통한 지트리비앤티의 종목 종합 스코어는 39점을 기록했다.
이는 동일 업종 평균점수인 58점과 시장 평균점수인 57점를 하회하는 수치였다.

(위의 AI인공지능 점수는 재무 데이터를 기반으로 전체 상장 종목과 비교/분석하여 도출한 점수로 높은 점수가 반드시 높은 수익률을 보장하지 않습니다. 위의 자료는 당사의 추천 종목이 아니며, 투자 시 참고용으로 제시해드리는 것입니다.)

라이온봇 기자 -한국경제TV

※ 본 기사는 한국경제TV와 '거장들의 투자공식이'
자체 개발한 '라이온봇 기자'가 실시간으로 작성한 기사입니다.

라이온봇기자



ⓒ 한국경제TV, 무단 전재 및 재배포 금지"
지트리비앤티,서울경제,2018.02.08. 오후 3:03,"(코)지트리비앤티, 전일 대비 7.12% 상승.. 일일회전율은 1.95% 기록","[서울경제] 지트리비앤티(115450)는 8일 오후 3시 3분 현재 7.12% 오른 41,350원에 거래되고 있으며, 31(매도):69(매수)의 매수우위를 기록하고 있다. 거래대금은 183억4,312만, 거래량은 45만2,298주로 거래량회전율은 1.95%로 나타났다.


지난 1개월간 지트리비앤티는 상승 15회, 하락 12회를 기록했고, 주가수익률은 31.69% 표준편차는 4.35%를 기록했다. 이 기간 '소프트웨어업' 업종 평균 주가수익률은 13.72%로 나타났으며, 변동성은 1.78%를 기록했다.

이 시각 현재 '소프트웨어업'은 3.67% 상승 중이며, 47(매도):53(매수)의 매수우위를 기록하고 있다.

[이 기사는 증시분석 전문기자 서경뉴스봇(newsbot@sedaily.com)이 실시간으로 작성했습니다.]

/서경뉴스봇 newsbot@sedaily.com

[서울경제 바로가기]
이제 주식시세도 서울경제에서 확인하세요 [바로가기▶]
블록체인의 모든 것, 서울경제 Decenter [바로가기▶]


저작권자 ⓒ 서울경제, 무단 전재 및 재배포 금지"
지트리비앤티,머니투데이,2018.02.23. 오후 1:39,"지트리비앤티, 티모신 베타 4의 안과질환 적응증 특허 추가 확보","[머니투데이 김건우 기자]
지트리비앤티는 미국에서 티모신베타4(Thymosin β4)를 이용해 개발 중인 안과질환치료제 (RGN-259)의 적응증 확대를 위한 특허가 등록되었다고 23일 밝혔다.

이번 미국 특허청에 등록된 특허는 안과 수술 중 또는 수술 후 생길 수 있는 각막 손상의 치료 방법에 대한 것이다. 현재 광범위하게 시술되고 있는 라식 등의 시력 교정 수술이나 기타 수술로 인한 각막 손상에 티모신 베타 4를 적용할 수 있는 지적 재산권을 확보했다고 회사 측은 설명했다.

지트리비앤티는 RGN-259와 관련 모든 특허에 대한 관리 및 독점적 실시권을 보유하고 있다. RGN-259 안과질환 치료제 신약을 이용하여 안구건조증과 신경영양성각막염에 대한 임상 3상을 진행 중이다. 또 티모신 베타4를 이용한 녹내장 치료에 대한 특허권도 확보했다.

지트리비앤티 관계자는 ""이번 특허 등록은 여러 안과 질환 치료에 대한 티모신 베타 4의 적용 가능성을 넓혀, 신약 후보로써의 가치를 높이는데 기여할 것으로 기대된다""고 말했다.

▶빵~ 뜨는 따끈한 기사
▶무료 만화 보고 선물도 받고~ ▶치어리더 vs 레이싱걸

김건우 기자 jai@mt.co.kr

<저작권자 ⓒ '돈이 보이는 리얼타임 뉴스' 머니투데이, 무단전재 및 재배포 금지>"
지트리비앤티,머니투데이,2018.03.29. 오전 9:19,"지트리비앤티, 뇌종양치료제 임상성공 '눈앞'","[머니투데이 반준환 기자] 지트리비앤티의 악성 뇌종양 치료제 성공 가능성이 높아졌다.

29일 지트리비앤티 등에 따르면 미국에서 진행한 임상에서 재발 뇌종양환자(교모세포종)에게 자사의 임상신약인 OKN-007를 투여한 결과 투여 환자들 중 1명이 38개월 이상 생존하고 있는 것으로 전해졌다.

일반적으로 치료 받지 않았을시 평균 생존기간 4.5개월 정도다. 최근의 동물시험에서 MSD의 뇌종양 치료제인 테모달(Temodar)과 병행 치료시, 테모달 하나만 투여했을 때보다 훨씬 긴 생존 기간이 관찰됐다고 회사측은 설명했다.

OKN-007은 미국 FDA로부터 희귀질환 치료제로 지정된 신약이다. 미국 임상 2상이 완료되면 조건부 허가 신청을 할 예정이다.

OKN-007은 암발생의 원인인 활성화산소종을 제거하고 신경을 보호해 뇌종양(교모세포종)의 괴사 및 종암세포 증식을 감소시키는 효능을 보유하고 있다.

김요한 유화증권 연구원은 ""지트리비앤티 임상시험의 피험자들은 모두 재발성 뇌종양(교모세포종) 환자들로 안다""며 ""재발의 경우 기존 약물 치료 후에도 평균 12~15개월 밖에 살지 못 한다는 점에서 동사의 파이프 라인은 뛰어난 효능과 높은 반응률을 보였고 신약으로써 가치를 인정받을 것""이라고 평가했다.

▶현대차그룹, 지주사 아닌 지배회사 체재 택한 이유
▶'데드라인' 닥친 한국GM·금타...노조 '결단'에 달렸다 ▶블록체인의 모든 것 A~Z

반준환 기자 abcd@

<저작권자 ⓒ '돈이 보이는 리얼타임 뉴스' 머니투데이, 무단전재 및 재배포 금지>"
지트리비앤티,서울경제,2018.03.29. 오전 9:34,"(코)지트리비앤티, 전일 대비 8.13% 상승.. 일일회전율은 1.08% 기록","[서울경제] 지트리비앤티(115450)는 29일 오전 9시 33분 현재 8.13% 오른 45,900원에 거래되고 있으며, 33(매도):67(매수)의 매수우위를 기록하고 있다. 거래대금은 112억9,979만, 거래량은 25만370주로 거래량회전율은 1.08%로 나타났다.



지난 1개월간 지트리비앤티는 상승 14회, 하락 16회를 기록했고, 주가수익률은 17.24% 표준편차는 2.88%를 기록했다. 이 기간 '소프트웨어업' 업종 평균 주가수익률은 5.66%로 나타났으며, 변동성은 1.61%를 기록했다.

이 시각 현재 '소프트웨어업'은 2.06% 상승 중이며, 45(매도):55(매수)의 매수우위를 기록하고 있다.

[이 기사는 증시분석 전문기자 서경뉴스봇(newsbot@sedaily.com)이 실시간으로 작성했습니다.]

/서경뉴스봇 newsbot@sedaily.com

[서울경제 바로가기]
이제 주식시세도 서울경제에서 확인하세요 [바로가기▶]
블록체인의 모든 것, 서울경제 Decenter [바로가기▶]


저작권자 ⓒ 서울경제, 무단 전재 및 재배포 금지"
지트리비앤티,서울경제,2018.03.30. 오후 1:38,"(코)지트리비앤티, 장중 신고가 돌파.. 49,000→49,300(▲300)","[서울경제] 오후 1시 36분 현재 지트리비앤티(115450)가 7.17% 오른 49,300원(▲3,300)을 기록하며, 52주 신고가를 +300원 경신했다. 기존 52주 최고가는 2018년 01월 19일 기록한 49,000원이다. 체결강도는 264%로 강세를 유지했다. 총매수체결량은 384,954주, 총매도체결량은 145,739주를 각각 기록했다. (※ 체결강도(%) = (총매수체결량/총매도체결량)*100)



이 시각 현재 거래대금은 251억373만, 거래량은 53만4,161주를 기록하고 있으며, 수급측면으로는 27(매도):73(매수)의 매수우위를 보이고 있다.

거래일을 기준으로 최근 3일간 평균 거래량은 4십8만7천주, 60일 평균 거래량 3십9만5천주로 최근 거래량이 증가하는 추세다.

[이 기사는 증시분석 전문기자 서경뉴스봇(newsbot@sedaily.com)이 실시간으로 작성했습니다.]

/서경뉴스봇 newsbot@sedaily.com

[서울경제 바로가기]
이제 주식시세도 서울경제에서 확인하세요 [바로가기▶]
블록체인의 모든 것, 서울경제 Decenter [바로가기▶]


저작권자 ⓒ 서울경제, 무단 전재 및 재배포 금지"
지트리비앤티,파이낸셜뉴스,2018.03.30. 오후 1:47,"[fnRASSI]지트리비앤티(115450), 52주 신고가...5.98% ↑","지트리비앤티(115450)는 52주신고가를 기록하고 있어 주목할만하다. 동종목의 현재 주가는 48,800원 선에서 이루어지고 있다. 거래일을 기준으로 최근 3일간 평균 거래량은 117만 주이다. 이는 60일 일 평균 거래량 39만 주와 비교해보면 최근 거래량이 급격히 늘어났다는 것을 알 수 있다.

퀀트 재무분석, 종합점수 9점으로 상승
지표
항목
값
종합점수
성장성
매출액증가율
-0.03
6.97
자기자본증가율
0.14
안정성
부채비율
62.37
4.17
유동비율
61.47
이익안정성
3.33
수익성
ROA
-7.45
0.9
ROE
-12.09
영업이익율
-25.76


지트리비앤티의 퀀트 재무 점수는 12.04점으로 3개월 이전 11.83점보다 올랐다. 지난 분기에 비해 성장성 점수가 상승했다. 이는 매출액 증가율이 증가하였기 때문이다. 수익성 측면에서 볼때 ROA, ROE, 영업이익률 모두 개선되어 이전보다 좋은 점수를 받았다.



외국인/기관 순매수, 개인은 순매도(한달누적)
전일 외국인과 기관이 각각 40,263주, 15,143주를 순매수 했다. 4주간을 기준으로 보면 외국인이 매수 우위를 유지하면서 195,668주를 순매수했고, 기관도 초반에 동종목을 순매수한 이후에 최근에는 순매수량이 줄어들고 있음에도 불구하고 97,552주를 순매수했다. 반면 개인들은 초반에 동종목을 순매도한 이후에 근래에는 순매도량을 줄이면서 293,220주를 순매도한 것으로 나타났다.

'fnRASSI'는 증권전문 기업 씽크풀과 파이낸셜뉴스의 협업으로 로봇기자가 실시간으로 생산하는 기사입니다.

fnRASSI@fnnews.com fnRASSI

▶ 세상의 모든 골 때리는 이야기 'fn파스'
▶ 속보이는 연예뉴스 fn스타

※ 저작권자 ⓒ 파이낸셜뉴스. 무단 전재-재배포 금지"
종목명,신문사,시간,제목,본문
바이오리더스,전자신문,2017.10.10. 오후 4:30,"[ET투자뉴스][바이오리더스 지분 변동] (주)녹십자-3.27%p 감소, 2.54% 보유","바이오리더스(142760)는 10일 주주 (주)녹십자의 보유주식이 감소되었다고 발표했다. 이는 직전 보고일보다 159,573주 감소하여 지분율은 2.54%로 하락했다. 이번 보고 사유는 장내매도로 알려졌다.




최대주주와 특수관계자의 지분 변동은 주가에 영향을 주는 요인이다. 특히 보유비율을 지속적으로 늘리거나 줄일 경우, 해당종목 투자시 유의할 필요가 있다.
다음은 바이오리더스의 지분 변동 내역과 보유 내역이다.







증시분석 전문기자 로봇 ET etbot@etnews.com
전자신문과 씽크풀의 증시분석 전문기자 로봇 ET가 쓴 기사입니다

▶ 전자신문 인기 포스트
▶ 전자신문 공식 페이스북
▶ 전자신문 바로가기
[Copyright ⓒ 전자신문 & 전자신문인터넷, 무단전재 및 재배포 금지]"
