,종목명,날짜,전체평점,평점,제목,장점,단점,이직이유
581,한국정보인증,2020.08.22,3.6,3.0,“팀바팀 개발직군은 워라벨 포기”,안정적이고 월급 안밀린다. 키움 그룹이라서 자잘한 복지가 나온다,기업문화가 수직적입니다. ceo 기분에 따라서 달라지며. 팀별로 실적을 평가하여 이기주의가 만연,
582,램테크놀러지,2022.02.12,4.0,4.0,“워라밸은 확실한 회사”,"퇴근시간되면 누구도 눈치안보고 퇴근한다
기숙사가 있긴 하다","낮은 연봉인상률 임원이 너무 많다
너무나도 외지에 있어 자차 필수",
583,서남,2021.05.30,3.0,3.0,“적당히 돈벌려고 다니기는 좋으나 미래가 보이지 않음”,"워라밸 좋음
야근이 거의 없음
전반적인 연령대는 높지만 수직적이지는 않음","불안정한 미래
접근성이 어려워 자가가 있어야 함
중소기업스러운 급여 하지만 매출 생각하면 적은 것도 아님",
584,에스피시스템스,2022.05.11,1.0,1.0,“고객사 출장 365일”,"주변 중소기업보다는 연봉이 100-200 더 높게 준다
점심 공짜
9시 출근","1 꼰대 문화
2 언제 출장갈지 모른다는 무서움
3 업무 = 출장
4 업무 프로세스가 없는 곳
5 기획팀 등, 스태프 부서가 힘이 쎈 곳
6 구매팀인 사람도 출장가서 기계 고치고, 프로젝트 PM 맡고 있음
7 가스라이팅이 난무 하고, 욕이 난무하는 곳","출장이 너무 많고, 출장가면 기본 2개월 이기에… 사람답게 살고 싶어서 이직 했어요"
585,에스피시스템스,2022.03.07,1.0,1.0,“커리어 쌓기엔 나쁘지 않은 회사”,"부바부지만 우리 부서는 야근 거의 없음
연차사용 눈치안봄","체계 자체가 존재하지 않음
똥싸는 사람 따로 똥 닦는사람 따로
책임지기 싫어서 책임전가만 하다 시간 낭비
연봉이 매우 적음",
586,멕아이씨에스,2022.08.03,3.0,1.0,“중소 체험 끝판왕”,같은 부서원들끼리 분위기가 좋고 쉬는 시간은 잘 지켜줌,"그외 모든 것을이 단점임 타부서의 이간질, 업무 효율성 등등 다 별로임",
587,멕아이씨에스,2022.06.21,3.0,4.0,“무난하게 좋은 기업”,"나름 잘 챙겨준다, 있을건 다 있다.
잘 배우면 커리어를 잘 쌓아나갈수있다.",야근을 강요하진 않지만 칼퇴하기는 약간 눈치보이는 사내 분위기,
588,멕아이씨에스,2022.01.23,3.0,3.0,“의료기기 관련 많은걸 배울 수 있음”,"국산 장비라는 점에서의 프라이드를 느낄 수 있다
다양한 업무 경험","단점이라고 뽑자면 비교적 낮은 연봉
부서 부서간의 입장 차이",
589,멕아이씨에스,2022.01.20,3.0,3.0,“하고싶은 일은 일단 시켜주는 회사”,어느 부서든 회사에서 취급하는 제품의 전문성 교육을 원하면 잘 들어주는 편,"급여가 적음, 복지 수준이 낮음, 고인물 고집
경영자의 세심한 업무 지시로 인해 사원급의 업무까지 지시받음",
590,멕아이씨에스,2021.06.15,3.0,4.0,“점점 좋아지고 있는 회사”,작년에 코로나 때문에 회사가 많이 성장하고 인센티브를 받음,그걸로 인해 일이 너무 많았고 주변에 아무것도 없음. 구내식.,
591,한국비엔씨,2022.07.18,3.0,2.0,"“비전, 워라밸, 동료들 다 괜찮으나 경영진의 심각한 꼰대력 (대구공장 기준)”","1. 앞으로 비전 나쁘지 않음. 사업확장에 투자를 꽤 많이 하는 회사.
2. 워라밸과 실무진들도 나쁘지않음","1. 짠 연봉
2. 승진체계 없음
3. 특정 부서의 모 부장 및 과장의 불합리한 꼰대질로 해당 부서 직원들 줄줄이 퇴사. (6시 퇴근 눈치 줌, 야근 안 올리고 야근하기 강요, 인격모독적 발언, 연차사용 눈치 줌 등)
4. 복지 아예 없음.",
592,한국비엔씨,2022.09.07,3.0,1.0,“적당히 여유를 가지면서 일하기 좋다”,"1. 숙소제공
2. 출퇴근 버스 제공
3. 승진 생각 없으면 워라벨 나쁘지않음","1. 정말 진짜 이 직급이 맞나? 싶을 정도로 지식과 실력을 가지고 일하는 사람이 많이 없는 회사
2. 일 때문에 힘든게 아니라 사람 때문에 너무 힘들고 지치는 회사
3. 아부 잘하고 말 잘 들으면 내사람 의견이나 심기에 거스르는 말하면 나갈사람
4. 형평성에 맞지 않고 관리자 입맛에 맞는 승진결과
5. 관리자의 능력은 안되면서 부하직원의 시간만 갈아넣는 일처리 능력
6. 임원들이 다니기 좋은 회사
7. 장점보다 단점이 많이 부각되는 회사
8. 일을 하는 기준과 체계가 없음
9. 가족회사
10. 직원에 대한 복지 없음",계속 재직하다가 내 미래가 보이지 않는것 같아서 이직함
593,한국비엔씨,2022.08.14,3.0,3.0,“워라벨이 보장되는 회사”,야근이 별로 없으며 퇴근시간이 잘 지켜지는 회사입니다.,전형적인 제약회사의 마인드여서 좀 힘든 느낌이 있어요ㅠㅠ,
594,한국비엔씨,2022.07.01,3.0,3.0,“워라밸 케바케”,편하고자 한다면 한없이 편해질수 있다. 감시를 아주 쉽게 피할수있기에. .,"본인이 에이스라면 떠나는 것이 정답
실력보다 아부가 더 중요한 스펙",
595,한국비엔씨,2022.06.18,3.0,3.0,“능력없는 관리자가 장악한 회사”,"야근이 없으면 칼퇴근이 가능하다
업무능력이 뒤쳐져도 특정인물들에게 아부떨면 승진이 쉽다
특정인물들도 실력보단 아부로 승진함","임원진이 능력이 떨어지며 무책임하고 남탓만 함
바지상무와 수준미달 이사를 조종하는 여우부장이 인사평가에 참여하며 본인 주위 인물들만 챙김
회사차를 출장 또는 주말특근이라는 명목하에 개인적으로 사용하는 모부장과 그밑에 과장
임원들만 다니기 좋은 회사",
596,한국비엔씨,2022.05.25,3.0,3.0,“그럭저럭한 회사”,"월급 절대 밀린 적이 없음
장비들도 많이 사줌
대표님이 착하심","부바부지만 야근 많이 했음
연봉이 짜고 떡값 1도 없음",
597,한국비엔씨,2022.05.16,3.0,4.0,“워라밸 가능한 회사”,"자유로운 연차 사용(연차촉진장려하는사내문화)
자기 할일만 하면 직장 상사의 터치는 거의 없고
사내문화가 생각보다 수평적임.
연봉도 타기업을 따라가려는 분위기이며, 신입 초봉이 몇년전에 비해 크게 올랐음.","개개인의 지향하는 바에 따라서 달라지겠지만
급격히 변화하는 회사는 아님.
변화는 하지만 천천히 변하는 분위기
안정적인 것을 중점으로 둔다면 장점이지만
자신의 성취라던가 급격한 변화를 원한다면 다소 적응하기 힘들수도 있음.",
598,한국비엔씨,2022.04.30,3.0,3.0,“자유로운 분위기”,"야근 없으면 칼퇴
분위기 자유로운 편
부바부이나 괜찮은 사람들 많음
대구본사 서울지사 세종공장 타지사람 기숙사 제공","낙하산이 많음
관리자급 부족
적은 연봉
성과급이나 인센티브 없음
휴가 없음
퇴사자가 많아 남은 사람들 힘듦",
599,한국비엔씨,2022.04.22,3.0,4.0,“워라밸 보장”,"일 없으면 칼퇴
워라밸 보장
통근버스
기숙사 지원
업무강도 높지 않음","노는 사람 많음
연봉 짬
연차 눈치 줌
너무 시골에 있음",
600,한국비엔씨,2022.04.05,3.0,1.0,“칼퇴만 보장되는 회사”,연차를 자유롭게 쓸 수 잇다는 것 그 이상 그 이하도 없음,무능력한 관리자들이 넘쳐난다 거기다 정치질이 난무한다 한심하다,
601,한국비엔씨,2022.02.15,3.0,2.0,“막 시작한 회사”,"사람들은 좋다.
밥 먹을만하다.
기숙사 지원해준다
통근버스있다","몇몇 분위기 흐리는 인원이 있다.
낙하산이 많다. 그래서 경력자가 별로없어 힘들다.
동종업계 급여 짜다
체계가 아직 잡혀있지않다.
복지가 별로없다
소화해낼수 없는 일정으로 밑 직원들 죽어난다",
602,한국비엔씨,2022.01.18,3.0,3.0,“신입으로 들어오기엔 메리트 없음”,대구본사 세종공장 서울사무소 근무지마다 차이는 있겠지만 그래도 칼퇴근하는편이구 야근을 하더라도 수당은 확실히 챙겨준다,연봉이 너무 낮은편이라 경력 직원을 데려올때 한두단계 점프해서 데려옴. 오래다녀봤자 위로 올라가질 못함 젊은 과장 차장이 많음,
603,한국비엔씨,2021.12.27,3.0,2.0,"“워라밸은 굿, 복지는 별로”","칼출근 칼퇴근, 워라밸, 위치, 남의 일에 별 관심없는 사내문화","짠 연봉, 인센티브 없음, 떡값 없음, 연차사용 눈치 줌",
604,한국비엔씨,2021.11.16,3.0,3.0,“스타트업”,"월급제때나옴(쥐꼬리)
수당은 다 줌 (대리급까지만)
사람들이 주식어떠냐고 물어봄","과도기 일수도 있는데 향후 커질수도 있음

지금은 체계며, 하나도 없고 딱 중소 그자체",
605,한국비엔씨,2021.10.14,3.0,4.0,“워라밸 굿”,"야근 없음
일 강도 빡세지않음
밥값따로줌
역에서 가까움","주먹구구식 일처리
지겨운 보고서
다들 책임질생각을안함
팀바팀이지만 우리팀은 사람이 자주 바뀌었었음",
606,한국비엔씨,2021.09.22,3.0,4.0,“워라벨 보장되는 회사”,"야근 수당 및 칼퇴근 가능합니다.
성과에 대한 압박이 적어 오래 다닐 수 있는 회사 입니다.",사원 급여가 낮습니다. 성과에 대한 압박이 없는 만큼 개인 성장을 위해선 알아서 잘 해야합니다.,
607,한국비엔씨,2021.09.13,3.0,3.0,“워라벨이 괜찮은 회사”,"성장해 나가고 있는 회사로 가능성이 많아 보임.
사내 문화가 나쁘지 않음","체계가 덜 잡혀 있는 느낌.
커리어 향상에 도움이 될지 의문.",
608,한국비엔씨,2021.05.09,3.0,4.0,“미래가 기대되는 회사”,현재 세종의약품 공장 스타트 단계로서 많은 것 들을 배울수가 있다.,아무래도 스타트 단계니까 배우는 만큼 피로하고 자신도 그렇게 빡시게 해야된다는 것도 많다 하지만 좋은 커리어가 될 것이라 생각한다,
609,한국비엔씨,2021.04.03,3.0,3.0,“인사기준이나 체계가 아직안되있음”,"자기일만 하면 됨
신입은 배우기 힘들듯
업무에도 체계가없어서","체계가없다
커뮤니케이션이없다
복지는 그래도 중소치곤 괜찮은편",
610,한국비엔씨,2021.01.14,3.0,4.0,“자기 일만 잘하면 편할수 있는 회사”,빡빡하거나 꼰대기업문화 아님. 열려있는 편 내지는 널럴하다고도 할수 있는 회사. 방심하면 자기계발은 어려울수 있음. 스스로 알아서 해야 함.,새로 시작하는 사업들이 많아서 배우고 성장한다는 느낌은 덜함. 가르쳐줄 사람이 없다는 이야기.,
611,한국비엔씨,2020.12.02,3.0,3.0,“워라밸이 좋다”,"야근 없고 회사 사람들 친절함
회장님이 아주 친절하고 직원 잘 챙겨줌","비효율적임 절차 가끔 있음.
그외는 많이 없습니다....",
612,티로보틱스,2022.06.14,2.7,1.0,“첫회사로 좋아요”,"밥이 맛있음
사내 분위기가 좋아 직원들끼리돟사이가 좋음
성과관리를 안해서 상극부서끼리도 싸우는 경우가 거의 없음","경영진의 지향점이 어디인지 모르겠음
뭐 한다했다가 변경됐다가 취소됐다가 아주 난리부르슨데
사전 검토가 된 사안들인지 의심이감
같은 맥락에서 부서이동이나 이사를 너무 많이다녀 힘듦
비합리적 판단, 비효율적 업무, 불투명한 경영 3합",
613,티로보틱스,2022.08.16,2.7,2.0,"“신입이 들어와서 스킬업하기 좋은 회사, 밥이 맛있는 회사”","1. 밥이 맛있음. 고객사에서도 유일하게 인정한게 밥임.
2. 헬스장 있음.
3. 카페테리아 있음.","1. 신입이 들어오면 스킬업을 할수 밖에 없도록 맨땅에 헤딩할수 밖에 없는 환경을 만들어줌.
2. 의미 없는 조직개편으로 포지션이 명확하지 않으면 이리 저리 옮겨다닐수 있음.
3. 사원보다 임원이 훨씬 많음
4. 실무자 부족
5. 복지가 생겼다 금방 없어짐(원래 줬다 뺐을때 기분이 더 나쁨)
6. 국내 출장비 없음. 해외 출장비는 짜서 혼자가면 마이너스
7. 매번 연봉 동결을 밥 먹듯이 함",
614,티로보틱스,2022.07.20,2.7,3.0,“미래가 불투명한 회소”,"타회사에 비해 확실히 근무강도는 낮아서 몸은 편하다는게
가장 장점일듯","복지혜택도 있다가 사라지고 연봉협상도 말이 협상이지 그냥 통보일뿐이고 그나마 아무말 없이 지나가면 해도 많고;;
발전하고 배울만한게 없음.",
615,티로보틱스,2022.05.23,2.7,1.0,“시키는거만 하면 되는 구조. 밥은 JMT”,"5시퇴근이 좋긴좋았는데 곧사라지는게 아쉽,,
밥은 정말맛있어요 .","경영진의 마인드가 미래지향적이지 못한게 아쉬웠어요.
같이 성장하기는 어려운회사.
주어진업무만 하면 그럭저럭 다닐만한회사",
616,티로보틱스,2022.05.08,2.7,2.0,“첫 회사로는 나쁘지않음”,"중간사원들이 없어서, 신입으로 입사해서 정말 다양한 일과 많은 일을 하고 배울수있었음","장점으로 쓴게 당연하다생각해서 묵묵히 처리했는데, 지나고 보니까 사원 주임급을 갈아서 유지되고있는거였음",
617,티로보틱스,2022.05.07,2.7,3.0,“워라벨 좋음”,부바부겠지만 내가 아는 여러 팀이 실적 압박이 없고 출퇴근이 자유로움,프로젝트의 지속성을 보장하지 못함. 경영자의 결정에 따라 백프로 결정됨,
618,티로보틱스,2022.04.23,2.7,1.0,“월급루팡이 보장된 회사”,"식사가 맛있음
월급루팡 하기 되게 좋음
회식이 별로 없음
사내 헬스장
본인 팀에 따라 관련된 업무를 많이 배울수 있음","외관만 번지르르르 속은 고여서 썩어있다
복지는 경영악화로 다 없어졌고
전체 인원중 사원은 10%
연봉 동결이 잦음
전문경영인으로 바뀌지 않는이상 미래 및 메리트가 없다
또한 이직을 위해 거쳐가는 회사로 인식되어 있다",
619,티로보틱스,2022.04.14,2.7,2.0,“밥만 맛있는회사”,기술직에 있으면 업무량이 많기때무ㄴㅇㅔ 배우는데는 좋음,"대리급까지 인원이 없음
대부분 책임,팀장,그룹장
사원,선임은 무덤",
620,티로보틱스,2022.01.27,2.7,1.0,“루팡에게 좋은곳”,"1. 업무능력 향상시키는데 최적의 조건

2. 사내복지에 대해서 뭔가를 만들고 신경을 쓰는 느낌","1. 업무는 1인에게 몰빵. 뭔가 조금이라도 잘 하는 모습이 보이는 즉시 노예 1호 등극.

2. 사내 정치질의 극한인 곳. 부하직원의 성과 가로채기는 기본.

그냥 매월 지급되는 월급이 목표인 사람에게는 추천 하지만 사람다운 사람들과 같이 일하고 싶다면 추천하지 않음.",
621,티로보틱스,2022.01.18,2.7,3.0,“워라밸 가능”,밥이 맛있다 점심 공짜임. 칼퇴 가능해서 워라밸 가능함,업무체계없음 주먹구구식 갑자기 막 바뀜 말도 안되는 상황..,
622,티로보틱스,2021.11.23,2.7,5.0,“워라벨 중간”,어플라이드와 협력관계로 세계 글로벌 1위 기업과 손잡음,많은 조직의 개편 고위임원진의 업무 압박감 회사가 조용하지 않음,
623,티로보틱스,2021.06.13,2.7,4.0,“워라벨 보장”,그나마 다른 회사보단 밥이 맛있고 나름 직원들 챙겨 줄려고 하는게 보임,"너무 많이 바뀌는 부서 , 일 하는사람 따로 노는 사람 따로",
624,티로보틱스,2021.06.12,2.7,4.0,“워라벨이 보장되는 회사”,"복지에 신경 많이 쓰는 회사
구내식당 밥도 맛있고 사내 헬스장도 있고 만족","위기때 가장 먼저 흔들리는 복지.
칼같은 대표이사님 정도?",
625,티로보틱스,2021.05.11,2.7,3.0,“적극 추천합니다!”,"밥 맛있습니다!

여사우회를 정기적, 조직적으로 운영합니다!
(대표님과 소통을 통해 업무개선 및 직원들의 워라밸 향상 등의 시작점이 된다 생각합니다!)

SNS를 통한 신속한 현장소통과 대응을 하여 업무 효율성을 향상합니다!

전 칼퇴를 위해 일만합니다. 분위기가 칼퇴 금지는 없습니다. 당연하지만 그에 따른 책임도 본인이 져야합니다. 부서, 담당업무마다 다르기에 일반화는 안됩니다!","인터넷에서 흔히볼 수 있은 제조업이 갖는 단점이 있습니다.

출하일 엄수로 인한 스트레스
제조시간이 촉박한 관계로 오는 스트레스
고인물은 일 안하고 특정 몇명만 죽어라 하는 어려움
고객사 변경사항에 대한 어쩔수 없는 수긍
나만 아니면된다는 이기심

고객사의 출하일은 절대적이기에 각 부서에서 지연된 일정은 제조팀에서 단축하며 영업팀에서의 고객사간 조율에 너무 소극적인 태도로 어려움이 많습니다!",
626,티로보틱스,2021.03.09,2.7,3.0,“밥 맛있음”,구내식당 밥 맛있게 나오고 스낵바가 따로있다? 사내카페에서 커피 먹을 수 있다...?,"야근야근야근에 외근외근외근...?
진짜 커리어개발이 어려워........",
627,티로보틱스,2021.02.04,2.7,2.0,“야근 강요는 없음”,"최근들어 업무개선을 할려고 하는건 보이나 아직까진 모르겠다
회사 구내식당은 지리게 맛있음","교통편이 너무 구짐 자차 없으면 출퇴근이 힘듬
ㅋㅋㅋㅋㅋ",
628,티로보틱스,2021.01.11,2.7,4.0,“중소기업같지않은 복지혜택”,식사제공과 사내 헬스장 운영등 중소기업같지않은 복지제공,교통편이 불편하고 주차공간 부족 산업단지 주변에 아무것도 없음,
629,티로보틱스,2020.09.25,2.7,4.0,“챙겨줄듯 말듯하는 복지”,"1. 워라밸 챙기기 생각보다 괜찮음
2. 회사 그룹장까진 좋아요","1. 부서별 TO가 적어서 일이 많아
2. 상여가 너무없어
3. 사공이 많으면 어디로간다?",
630,한네트,2022.06.07,2.0,1.0,“진짜 대우 못받는다”,솔직히 팀별로 다른데 분위기가 좋은 팀이 있음(나는 그건 좋음),연봉이 진짜 너무 박하고 일한 만큼 대우를 못받고 절대 당연히 생각함,
631,한네트,2022.07.02,2.0,2.0,“무난무난”,"1.자기 할일 만 하면 됨
2.저녁 제공","1.연봉이 잘 안 오름
2.눈치를 많이봐야함",
632,한네트,2021.12.28,2.0,3.0,“상장회사로 안정적으로 재직이 가능한 회사”,"지주사가 존재하여 회사가 망할 확률이 현저히 낮음
금융대기업 및 유통사를 거래처로 가지고 있음",새로운 일을 하면서 성취감을 얻으시는 분의 경우 한계가 있음,"직무 및 사업군을 변경하고,연봉을 인상시키기 위해 이직을 진행"
633,한네트,2021.12.19,2.0,2.0,“나름 안정적인 회사”,"월급이 밀리지 않으며
업무강도 높지않음
구내식당이 있음","보수적인 분위기
비전이 안보임
업무환경 등 여러모로 구식
업무시간이 8:30-9:30 한시간 길다","발전할수 없고
개선될 여지가 보이지 않아서 이직을 결심"
634,한네트,2021.09.03,2.0,1.0,“기술이 정체되어 있다고 생각한다”,"장점이 없어서 적기가 힘들다.
연차는 일정껴서 눈치보지만 비교적 자유로움","1. 연봉 심하게적음
2. 기술 퇴보되어잇음
3. 사람들 자기 밥그릇 챙기기 바쁨
4. 명절 스팸줌
5. 야근 당연시
6. 회사 미래가 안보임",
635,한네트,2021.04.08,2.0,2.0,“워라밸 보장되나 발전은 없는 회사”,오래 다니면서 편하게 스트레스 없이 자루근무할수 있었다.,연봉이 매우 작고 상승이 거의 되지 않아서 생활이 힘들다.,너무 낮은 연봉으로 생활이 어려웠고. 개인 발전이 어려워서.
636,한네트,2020.11.19,2.0,3.0,“그냥저냥...다니기무난”,"돈욛심 없으면 오래다닐듯
공무원마인드면 오래다님
기술적 욕심없으면 살아남음
고인물이많아서 고인물 되기힘듬","야근분위기 조성
고정화된 기술력
정체된 사업
미래가 보이지않는점",
637,라온시큐어,2022.09.01,3.3,2.0,“외부적으로는 좋아보이나 내부는 말라 비틀어지는 중”,"- 사내 카페테리아 자유 이용, 긍정적인 기업 문화
- 사업 아이템의 성장성이 높음","- 진리의 팀바팀. 개인적인 성향의 팀은 지극히 개인적이라 소속감도 없음
- 허리급들은 계속 빠져나가는데 인력 충원 없음
- 틈만 나면 엘베 전쟁",
638,라온시큐어,2022.09.25,3.3,3.0,“욕심없으면 다닐만한 회사”,팀마다 다르겠지만 다른 회사에 비해 편하게 다니기 좋음,주먹구구식으로 일하는 부분이 있음 기술적으로 배울 것이 많은 곳은 아님,
639,라온시큐어,2022.09.10,3.3,3.0,"“좋은 회사지만, 단점이 크리티컬함..”","1. 경영, 임원분들께서 조직문화 개선에 힘쓰시는게 느껴짐
2. 수평적이고 편안한 분위기에서 근무함
3. 사내 라운지, 수면실 등 복지시설 좋음","(부서by부서)
1. 강성고객, 매너없는고객 대응 정말 답이 없음
2. 고객사와의 작업룰이 명확하지 않을때가 많음
3. 갑을 관계로서 병,정 이하로 취급받을때 많음
4. 선임급이 많이 이직해서 신입급이 많음
5. 야근에 대한 추가수당 없음
6. 실적에 따른 인센티브 없음",
640,라온시큐어,2022.09.06,3.3,3.0,“워리벨은 보장되지만 발전은 글쎄..”,"야근 없고, 업무 강요 없는 부분은 좋음.
팀마다 다르겠지만 업무 강도도 높지 않음","언제나 똑같음.
스스로 노력하면 혼자만 노력하는 사람되기 쉬움.",
641,라온시큐어,2022.08.15,3.3,4.0,“워라밸은 좋으나 음..”,"워라밸 좋습니다
조식 및 매점 저렴하게 이용 가능
휴게실 도서관 등 다양한 복지 제공","수직적인 분위기
회사가 보수적인 느낌
경력적인 부분이 조금 걱정됨",
642,라온시큐어,2022.08.15,3.3,3.0,“흘러가기 좋은 회사”,"작은 수면실
무인매점
역에서 1분거리 회사
직장동료들과 얌전히 보내기 좋음","다닐수록 커리어에대한 걱정이 쌓여간다.
동료들의 퇴사 릴레이로 분위기가 어수선하다",
643,라온시큐어,2022.08.14,3.3,3.0,“무난한 회사”,"큰 욕심 없으면 편하게 다닐 수 있는 회사
초역세권(지하철역 30초)","커리어 폭망, 발전은 기대말길
직원을 소중하게 생각하지 않는 경영진",
644,라온시큐어,2022.08.01,3.3,4.0,“워라벨 보장되고 업무 끝나면 터치 안하는 회사”,"워라벨 보장되고 출퇴근 유연하고 주어진 업무 끝나면 직원들 터치 안함
연차 반차 눈치 안보고 쓸 수 있음","부바부가 심한걸로 알고있음
복지 줄어드는 중
연봉이 타 업체에 비해 짬",
645,라온시큐어,2022.07.27,3.3,3.0,“펀펀문화가 있었는데 없어졌습니다”,"업무적 성장이 장점이랄까
엄청난 야근과 주말출근으로 얻은..",좋은 문화는 어느덧 희석되어가고 답답한 임원급의 행보에 대체 어쩌려고 이러나 의문이 가득,
646,라온시큐어,2022.06.14,3.3,2.0,“부바부 팀바팀”,"공고 그대로 복지 가능, 유연 출퇴근제, 좋은사람들, 지리적 입지","부바부가 있으며 정치질 있음, 규모에비해 체계가 없어 업무 범위가 모호함",
647,라온시큐어,2022.05.17,3.3,4.0,“워라벨 좋은 회사”,"개발자 기준 무난무난한 연봉, 좋은 사람들, 워라벨(부바부)",보안이나 블록체인 전문가로 성장할거면 좋은 회사지만.그 외 다양한 방면의 커리어 쌓기는 힘든 것 같다.,
648,라온시큐어,2022.05.05,3.3,4.0,“워라밸 보장”,"좋은 동료들이 있고
자율 출근제로 출근이 편하다
조식 매점","내 실력을 키울시간이 부족하다
자잘한 업무가 많아서....",
649,라온시큐어,2022.04.29,3.3,3.0,"“워라밸이 좋으며, 좋은사람이 많음, 다만 일의 욕심이 있으면 고달픔”","워라밸
사람들이 대부분 순함
간단한 복지
회사위치
만만하게 다닐만함","일이 제대로 안돌아감
임원들의 판단 능력 미숙
R&R 불분명
일 하는 사람만 하는구조",
650,라온시큐어,2022.04.26,3.3,3.0,“위라밸은보장됨”,"워라밸이 좋습니다
급여는 중간은되지싶네요
보안업계에서는 괜차는편입니다","급여 급여및 복지
임원들이 답답
성과금이 없음",
651,라온시큐어,2022.04.05,3.3,5.0,“워라밸 보장!”,"잡플래닛에 소개된 중소기업 연봉 top5에 드는 회사
복지나 사내문화도 좋음",나름 체계적으로 일을 처리하려하나 주먹구구식일때가 가끔있고 인력 이탈로 기존근무자들이 힘들어짐,
652,라온시큐어,2022.04.02,3.3,5.0,“팀바이 팀”,"출퇴근 자유로움
일 부담감이 큰진 않음
신입이 있기에 좋다
워라밸은 지켜진다
자유롭개 쉬고 업무 가능",꼰대가 있다 의견을 좀 반영해 주세요 도대체 왜 밀고 나갑니까 ㅂㄷㅂㄷ,
653,라온시큐어,2022.03.22,3.3,3.0,“FunFun한 척 하는 회사”,"업무 강도가 낮다는게 장점이자 단점
(정해진 일을 금방 해결 할 수 있어 개인 시간에 공부하면서 커리어 향상이 가능함)","연봉을 동종 업계랑 비교하여 높다고 생각함. (보안 제품 회사)
개발자는 보안 제품만 개발 할 수 있는게 아님. 다른 IT 회사의 개발자랑 일은 동일한데 연봉 수준 차이가 심함.

임원의 눈과 귀를 막는 간신이 많음. 직원의 상황을 파악하지 못함. 파악해도 해결하고자 하는 의지가 안보임.",
654,라온시큐어,2022.03.19,3.3,5.0,“확실히 재밌는 회사”,"일단 직원분들 중에 이상한사람이 없고 다 너무 좋다
위치, 사내분위기, 연봉, 워라밸 모두 만족스러움…","크게 없지만, it업계사람이 아니면 어느회사인지 아직은 인지도가 낮다는점 정도…?",
655,라온시큐어,2022.03.15,3.3,4.0,“워라밸이 좋은 회사”,자율적인 분위기와 출퇴근의 압박이 없으며 업무 분위기가 좋음,"처음에는 무엇을 하는지 잘 모르겠음.
중심잡고 알아서 해야함.",
656,라온시큐어,2022.03.15,3.3,2.0,“평점을 믿지 마세요”,직급 통일화가 되어 있어서 직급이 뭔지 검색 안해도 된다,연봉이.... 사람들이 맨날 나가고 그러는 이유를 절실히 알 수 있다. 복지 좋은 척 한다. 내부보단 외부에 신경을 쓴다.,
657,라온시큐어,2022.03.09,3.3,3.0,“주중 워라밸이 보장되는 회사 ”,"야근 강요 없음
팀 잘 만나면 분위기도 좋음
사람들이 사근사근하고 친절함","평일 워리밸은 보장 되는데 주말에 자꾸 연락이 옴
윗분들이 주말이나 휴일 연락을 당연시 하는 게 있음
자기성장을 많이 할 수 있는 곳이냐고 물으면 잘 모르겠음",
658,라온시큐어,2022.03.09,3.3,4.0,“무늬만 복지 챙기는 회사”,"커리어 향상에는 많은 도움이 됩니다
사람과 스킬 향상에는 좋아요","장점 제외한 나머지가 단점이에요
개발자 이외 직무는 연봉이 많이 안 올랐네요",라인 잘타고 정치질 잘하면 연봉은 잘 오르는 거 같아요
659,라온시큐어,2022.02.23,3.3,3.0,“아주 나쁘지도 아주 좋지도 않았던”,"역삼역 바로앞 건물, 저렴한 무인매점, 휴게실 등 시설 단의 복지가 나쁘지 않다. 케바케지만 같이 일하는 사람들 대부분 잘 지내는 편",인센티브나 현금성 복지가 거의 없다. 신사업 방향성이 모호한 듯 하다,
660,라온시큐어,2022.02.23,3.3,1.0,“미래가 기대되지 않는 회사”,"자유로운 분위기, 팀 내 수평적 분위기, 역삼역 가까움, 수면실,","회사에 미래가 안보임, 블록체인 밀어주는데 블록체인 개발자들 줄퇴사, 오래 있으면 커리어 망함, 업계대비 연봉 하위권, 무능한 경영진은 변화할 생각이 없음, 워라벨은 노는사람들이 챙겨감ㅋ",
661,라온시큐어,2022.02.18,3.3,3.0,“이직율 높은 회사”,"사내 문화는 자유롭고 좋음
신입으로 들어온다면 실력 쌓고 이직하기 좋음
신입 초봉도 다른 중소에 비해 높은 편","회사 내부에서 많은 인원이 이직하고 있는데 경영진은 그 이유(연봉)를 모르는척하고 회피함
성과급 없음",
662,라온시큐어,2022.02.11,3.3,3.0,“직원들 소모품으로 여기는 회사”,"부바부긴한데 대체로 일 편하고 워라밸 괜찮은편
지하철역 가까움","경쟁사로 여기는 회사들보다 작은 연봉.
쌍팔년도 마인드의 꽉 막힌 경영진",
663,라온시큐어,2022.02.09,3.3,4.0,“워라벨이 보장되는 회사”,개방적인 회사 분위기 임직원들에게 좋은 복지 제공하기 위해 회사에서 노력함,회사 규모와 능력에는 넘치게 너무 많은 것을 해내려함.,
664,라온시큐어,2022.02.04,3.3,4.0,"“워라벨 보장, 자유로운 출퇴근”","자유로운 출퇴근, 직원들이 친절함, 자유로운 소통, 워라벨 좋음","엘레베이터 잡기 힘듬..
귀찮은 일들을 만들어서 시킴.",
665,라온시큐어,2022.01.29,3.3,4.0,“트렌디 IT기업”,"직원들을 위한 라운지, 편의시설이 잘 구비되어 있으며,
수평구조의 문화가 잘 자리잡허 있음.","업무 특성상 특정 시기에 몰릴 수 있음.
포괄 임금제도로 야근비용이 없음.",
